,original,duplicate
613,680720,"{680720: 138.95900995050224, 679934: 65.26822209842442, 679801: 60.14657028553404, 896276: 53.20066495742395, 327125: 52.56811849342466}"
614,680725,"{680725: 99.2219108788433, 679722: 62.187475305489215, 686856: 61.30312655754458, 715140: 55.51661426639319, 675452: 55.35335304047872}"
615,680728,"{680728: 123.25182501544015, 730248: 63.83868418771053, 730249: 63.83868418771053, 888844: 61.4955904712629, 721536: 60.711498316548955}"
616,680731,"{680731: 118.26621772826573, 693578: 60.3856981479007, 700896: 60.04823231375859, 676480: 58.7863830540837, 736956: 58.39810304111594}"
617,680766,"{680766: 166.13189558716888, 696420: 51.97456242175901, 769348: 38.89607508898402, 735972: 35.17619798205177, 343215: 34.5455517785374}"
618,680773,"{680773: 120.1543793875434, 682099: 39.19697791621681, 782031: 35.076100420729674, 798382: 34.38284167931148, 686200: 33.0707933518875}"
619,680775,"{680775: 214.497882442313, 680743: 66.41219556909793, 680765: 66.10086459534791, 680764: 64.7810281073645, 680768: 61.4001845228997}"
620,680801,"{680801: 169.3805835006006, 680712: 62.44107959561711, 680697: 48.88140238932222, 682544: 47.942502907672434, 794441: 44.46497309737041}"
621,680839,"{680839: 54.932204107872664, 604150: 25.094878021521165, 634902: 24.454939553432997, 501882: 24.407443092356722, 638424: 23.16932601406021}"
622,680977,"{680977: 91.70930651722216, 672006: 31.987015216392397, 722079: 27.170630774159637, 701419: 27.098805199663822, 683662: 24.946356345648006}"
623,681143,"{681143: 207.79665885216122, 655695: 87.58258484444193, 250796: 68.35674266598318, 272689: 68.26607961884802, 898858: 67.06018320208702}"
624,681193,"{681193: 113.75847479578668, 790155: 50.928219006426474, 938494: 50.72999679470948, 625057: 50.489857859652645, 669264: 50.1946898778215}"
625,681318,"{681318: 96.48786529304431, 819880: 55.6904896154939, 575361: 55.48860199001899, 906407: 53.480887664002516, 920066: 53.34744509811372}"
626,681368,"{681368: 103.72806682342787, 683896: 56.7482956071084, 808057: 53.71989893477939, 668468: 52.523815947498306, 694729: 52.39014538481156}"
627,681470,"{681470: 104.0367849648723, 682242: 68.41719151969589, 815421: 58.42110906512979, 694861: 56.345243473214595, 832150: 55.04139358178677}"
628,681550,"{681550: 177.54181071694597, 476144: 30.958756336197897, 866880: 30.84047540671632, 346849: 30.178023692277584, 258901: 29.393735958161336}"
629,681578,"{681578: 124.81067164009428, 848156: 31.849037656149857, 603002: 31.52155875736567, 821354: 31.372793114379785, 634576: 31.36661168489022}"
630,681601,"{681601: 118.89010001791316, 686856: 62.19812549089982, 680725: 57.35015767262121, 858907: 56.94424110350187, 749433: 56.296692525327614}"
631,681608,"{681608: 146.2694168759161, 681561: 68.76315677878165, 836317: 63.461661145024344, 681070: 62.77100601416233, 680713: 59.391596367050774}"
632,681610,"{681610: 94.25603052270378, 681561: 58.197444289175785, 697532: 57.59224058782367, 681070: 56.69754712112915, 680760: 56.2772574550082}"
633,681614,"{681614: 98.04193786942557, 700014: 79.24528834786003, 700560: 77.27472413385019, 751510: 74.73118704607339, 887681: 74.73118704607339}"
634,681616,"{681616: 162.26505043812378, 524753: 69.86222941267104, 648958: 62.46732023634472, 801379: 58.60846794059289, 849809: 57.90597307828408}"
635,681677,"{681677: 226.58736369946783, 462267: 65.39012113587154, 680019: 65.34860172508638, 681042: 64.95994263646283, 483253: 63.5641731729368}"
636,681722,"{681722: 13.491672796541735, 718779: 10.450954593434927, 531995: 9.336899551155932, 774001: 9.227605332496331, 275146: 9.09598138482248}"
637,681879,"{681879: 311.343665847403, 364377: 57.44105273940424, 310640: 50.98608758375288, 284356: 46.21002474977313, 703162: 45.42001924038044}"
638,681928,"{681928: 152.9337548965493, 891321: 62.46804042042667, 855980: 62.26105379518353, 809183: 60.16401287049959, 864645: 59.5331024419066}"
639,681975,"{681975: 153.39728303967075, 681653: 49.10362108897074, 568623: 43.43966710023234, 679711: 34.286158236293495, 556482: 31.013736309218334}"
640,682002,"{682002: 99.54425570453434, 726367: 55.97170019766523, 819209: 54.89895487991306, 844644: 54.19897233655574, 728544: 52.695529185681416}"
641,682279,"{682279: 196.1242933094738, 828475: 80.89993588517027, 227108: 76.91115110611763, 406146: 75.51181200467686, 406482: 73.91115486859246}"
642,682478,"{682478: 324.89613574661917, 649925: 74.33688632906356, 570627: 60.88056179166277, 570668: 58.76425156539773, 299372: 55.04546005537063}"
643,682513,"{682513: 112.46869645539999, 682512: 96.2934338543196, 695299: 66.09805219342655, 681070: 65.41487900505412, 682543: 61.91890708983303}"
644,682550,"{682549: 155.28941928171992, 682550: 155.28941928171992, 682556: 65.2178845055427, 682544: 60.93138847502225, 692019: 59.768186598971745}"
645,682555,"{682555: 146.8710971610083, 680019: 61.778195915783684, 681070: 61.638057316242445, 901113: 61.601106997580736, 676758: 60.83813254878818}"
646,682569,"{682569: 129.28808395980204, 682279: 58.29110565547902, 822175: 53.2884665670196, 865156: 51.71989560855688, 871083: 51.69769226483959}"
647,682589,"{682589: 149.48556679189173, 786151: 66.11476068751112, 786168: 65.79199339326543, 776508: 65.42750917632681, 809183: 65.30489290491703}"
648,682636,"{682636: 50.53229141239033, 791185: 17.883453796641767, 702478: 15.348601402803931, 502307: 15.234464784153223, 310904: 15.154892947286857}"
649,682720,"{682720: 165.8331905758482, 613133: 64.00090836457588, 682692: 63.81919690713798, 597364: 63.72992271662681, 623878: 62.24295600229394}"
650,682765,"{682765: 143.67734302201606, 441090: 35.26577739942336, 301526: 33.763729243632206, 273501: 33.7343150177306, 323825: 32.63396276661095}"
651,682796,"{682796: 753.6124740523564, 679800: 720.8179395763033, 507869: 505.54984110004114, 399124: 395.3009833692124, 292541: 272.1048273149895}"
652,682810,"{682810: 202.44289060411515, 439759: 64.0381321061233, 686104: 56.397790013611846, 440335: 55.688412036088465, 629913: 55.04455876427889}"
653,682841,"{682841: 155.05331740714877, 615873: 59.88252582911972, 443391: 59.84214330314675, 348323: 56.04114670847059, 751770: 56.03428299690877}"
654,682877,"{682877: 259.9766209443756, 678849: 82.73815355071997, 740286: 60.41669017783583, 683098: 60.001824892553216, 718935: 55.81088321457652}"
655,683102,"{683102: 47.18130950152778, 343078: 28.721684874545634, 808613: 28.369639989369027, 860198: 27.242945864371563, 860202: 27.242945864371563}"
656,683224,"{683224: 191.73003408686543, 439995: 45.07295498710318, 821893: 44.336951688269814, 501672: 44.10827586473736, 259431: 43.88065152261511}"
657,683345,"{683345: 200.59905258161862, 901371: 65.87391564112679, 813609: 65.50196447646258, 588425: 65.45088934767018, 688931: 64.97942115157424}"
658,683382,"{683382: 179.68366406627254, 375540: 36.884548889254006, 864141: 31.164685236047955, 542445: 30.44277779079588, 258510: 30.396506498312327}"
659,683390,"{683390: 88.62156638896802, 752899: 27.708604421425573, 715123: 27.51636879823969, 674940: 26.430793257269332, 942144: 25.94684136281996}"
660,683453,"{683453: 168.25314826310483, 337437: 68.57344178151047, 610396: 64.72471939289441, 373024: 63.339277661125635, 317207: 62.62160843566635}"
661,683474,"{683474: 60.88334406188031, 678763: 32.326363894375774, 667884: 28.86637266705792, 509535: 28.72910287601905, 656075: 28.26139174299204}"
662,683481,"{683481: 179.97415484200843, 440792: 65.15001487557342, 844606: 62.76437411774136, 478747: 62.235137523854384, 844728: 61.938830344443744}"
663,683502,"{683502: 83.66919473880807, 683506: 33.980803027824244, 683508: 25.738049704084922, 789682: 25.591807893464043, 683509: 25.532494919729835}"
664,683505,"{683505: 55.825219246531894, 683503: 35.40209811089796, 723069: 24.231442785554364, 892605: 23.562334242813808, 767381: 23.16418899910903}"
665,683508,"{683508: 63.08850832075477, 683506: 34.880399461485815, 785715: 29.639812048047727, 830828: 29.029378675477638, 683510: 27.07755883244048}"
666,683516,"{683516: 101.59580602858769, 684477: 53.222133422724916, 683847: 48.233410969546924, 917735: 48.08701856023043, 684633: 47.98588581769954}"
667,683521,"{683521: 125.68386955821833, 849428: 71.20519399960503, 807390: 64.84969851419956, 834423: 63.18677271707584, 912652: 62.44751987688786}"
668,683697,"{683697: 145.70889223760594, 766006: 59.548278322118605, 677717: 59.4959866133508, 911360: 56.88218284707123, 839507: 55.202409948463774}"
669,683701,"{683701: 97.55502963555733, 684741: 53.626741263847755, 683847: 49.80666394896928, 684786: 48.95990105412095, 683928: 48.2471736748614}"
670,683750,"{683750: 153.21147143520685, 685265: 66.19532121686376, 936991: 63.23987519738563, 263773: 61.47684700347356, 255276: 60.415446226663384}"
671,683827,"{683827: 144.79474356833526, 798725: 54.427809019173424, 922012: 45.18698566314255, 836295: 44.95097270578821, 677169: 44.15323385397466}"
672,683828,"{683828: 61.47761048599828, 677169: 44.15323385397466, 688714: 44.15323385397466, 798726: 42.84361302569638, 768904: 42.217510180843185}"
673,683835,"{683835: 167.83529789355634, 585945: 64.17820666161698, 358146: 63.885862811001374, 533400: 63.211702223921975, 707102: 62.82009148916718}"
674,683880,"{683880: 194.8606131407431, 933350: 61.86322460717313, 654967: 61.55572617734718, 878574: 61.237807787318545, 684369: 61.11205224426553}"
675,683896,"{683896: 98.79500553416534, 681368: 57.49079217468487, 694726: 55.916498295532314, 256072: 53.24901883266668, 694729: 52.39014538481156}"
676,683906,"{683906: 80.20267973045429, 676255: 36.12116596270962, 873848: 23.257002802712606, 676253: 23.07375757929003, 749394: 22.32037993190787}"
677,683954,"{683954: 54.425418093844215, 719845: 19.801494898868942, 561782: 19.419698095067506, 573103: 18.25363403835201, 766526: 17.559162872122407}"
678,684006,"{684006: 180.46741309434708, 684004: 96.75542932711026, 843295: 58.79187738566451, 684545: 58.15743200633487, 772727: 57.93539725518019}"
679,684188,"{684188: 60.03843502234277, 924201: 15.299992024847644, 879317: 14.04389995000543, 891219: 13.61637272065813, 585662: 13.223751954850718}"
680,684203,"{684203: 47.871093271696076, 444516: 16.07527110949754, 314814: 15.612164736008157, 318512: 15.567971833290917, 776135: 15.38219046961373}"
681,684350,"{684350: 188.78639660471978, 708135: 68.23704896546795, 897588: 64.91648477846648, 334252: 63.54250979374632, 294714: 62.835246607814746}"
682,684429,"{684429: 341.0075683702489, 684598: 79.34689333562008, 862059: 35.70651562450643, 694800: 32.6257155963466, 578281: 29.271742464607165}"
683,684450,"{684450: 173.6537924214586, 431444: 36.325208722615834, 593350: 35.77376625431382, 673481: 34.23100034651701, 394330: 32.63414710939706}"
684,684528,"{684528: 166.73869848737127, 592407: 68.56651504402025, 674454: 62.9198362334646, 245845: 61.45460652940222, 684546: 59.95114510110439}"
685,684556,"{684556: 185.5417212249953, 684524: 80.9938992222152, 684444: 73.58599786660935, 286778: 64.77137324888206, 729070: 63.38927959758889}"
686,684598,"{684598: 178.89778696162045, 684429: 66.78476918832783, 694800: 32.6257155963466, 578281: 29.271742464607165, 431245: 27.51820188910378}"
687,684636,"{684636: 149.53548735207792, 684189: 32.646232982420216, 360624: 32.00749066201276, 451292: 31.843491443644012, 305280: 31.605495611508733}"
688,684693,"{684693: 148.45530136213415, 649296: 69.83692931432229, 706772: 68.90546208341165, 717115: 66.06428239463561, 680014: 62.77671664892255}"
689,684741,"{684741: 121.70623204479855, 683928: 61.11856369311596, 683847: 60.61272073344246, 683701: 59.23997364628145, 684786: 58.85929029587267}"
690,684765,"{684765: 102.34286820831188, 319041: 55.347043426636475, 805723: 53.23796166093929, 440155: 52.93660504891585, 397138: 52.64514343571441}"
691,684795,"{684795: 98.19706945005176, 287100: 24.258275891250083, 289573: 23.118655890814843, 402271: 22.404816579101414, 675113: 22.384256208639375}"
692,684932,"{684932: 229.2927074877537, 874451: 42.52059976568749, 701297: 41.04071648489917, 485749: 40.74295455460104, 310615: 39.622464706565964}"
693,684958,"{684958: 109.48034434651966, 691012: 37.56769462900842, 692031: 34.962540533291524, 818432: 31.55899752906335, 818436: 31.517003171571375}"
694,685033,"{685033: 143.06078155261324, 402125: 31.03139863190092, 889417: 30.35815303207344, 414727: 29.44747850625038, 415554: 29.333180038335374}"
695,685052,"{685052: 99.26334413242485, 381751: 21.662267994438437, 300838: 21.358198797165564, 300839: 21.358198797165564, 431030: 21.266896686589384}"
696,685117,"{685117: 116.3629472555489, 685386: 60.420431908383755, 693122: 58.94550470341517, 688956: 57.95190842128732, 685067: 57.46127402513214}"
697,685120,"{685120: 164.76460456818114, 609194: 29.005514291851796, 602205: 27.474946113914633, 467998: 26.972574579322778, 501558: 26.77220908189387}"
698,685121,"{685121: 170.8973894138907, 904841: 58.40559997049388, 684856: 58.05987246357075, 684786: 57.278708828544936, 801379: 56.84899498297936}"
699,685295,"{685295: 111.95447702599867, 685296: 111.95447702599867, 586428: 69.30904265592885, 843932: 59.54110301746822, 689080: 59.48699280269706}"
700,685296,"{685295: 111.95447702599867, 685296: 111.95447702599867, 586428: 69.30904265592885, 843932: 59.54110301746822, 689080: 59.48699280269706}"
701,685300,"{685300: 101.15317725916637, 583261: 53.66251831721722, 411993: 52.73292825384665, 696648: 52.611865871800966, 857418: 52.3891826255641}"
702,685302,"{685302: 70.29787300578303, 630166: 30.858875382750917, 857236: 27.585984440184184, 880145: 24.645362625491536, 872359: 24.10317800024718}"
703,685357,"{685357: 168.71720187910594, 708566: 47.40711117084609, 697679: 34.01923664243935, 697686: 33.835667206641816, 720981: 33.29093226770087}"
704,685386,"{685386: 63.76127428757385, 688956: 57.95190842128732, 746056: 57.17328877384323, 687404: 55.83363038783707, 691150: 55.720392723435225}"
705,685525,"{685525: 179.73709791165808, 782130: 63.75845300980308, 685386: 60.420431908383755, 683132: 58.53592452020939, 779693: 58.48821716508383}"
706,685546,"{685546: 90.64674763121104, 561096: 58.18805339392139, 891321: 57.46548449306587, 876659: 56.68504992903031, 781862: 55.962293994851734}"
707,685643,"{685643: 152.9051157711242, 937857: 64.32291746218276, 242747: 63.84890079701048, 690244: 62.21832748580026, 742988: 60.91760483431879}"
708,685671,"{685671: 193.3356873469497, 414422: 63.90298786000206, 689281: 63.43625101207578, 454891: 63.310662397582355, 797879: 61.00188130558244}"
709,685815,"{685815: 173.69386297244247, 659907: 34.63280680110796, 717366: 31.03540572595516, 614586: 30.97505609959869, 575574: 28.901437209122403}"
710,685829,"{685829: 114.3915080360128, 685386: 60.420431908383755, 674235: 59.08025134816602, 688956: 57.95190842128732, 746056: 57.17328877384323}"
711,685842,"{685842: 96.70262460386849, 671079: 50.329441565026876, 679656: 45.94572627669786, 675881: 44.62667835935326, 674747: 43.002492946202366}"
712,685850,"{685850: 35.2673229186455, 341345: 27.212072766415005, 527910: 14.440239852070372, 292328: 12.560586013350264, 499909: 9.16184552147009}"
713,685925,"{685925: 114.11305098240666, 922206: 37.68157662900681, 852530: 33.561794546892386, 657685: 32.99667048103723, 684862: 32.53077986253944}"
714,686063,"{686063: 97.61766889609824, 649586: 35.50549957588051, 638728: 26.554967699330298, 700363: 25.355830356186587, 384730: 24.911297518741872}"
715,686124,"{686124: 129.89577500033988, 361278: 34.30329799760506, 457772: 33.135574775379915, 391936: 31.84604309130834, 284383: 30.922387432641738}"
716,686140,"{686140: 112.97182731663897, 871295: 55.84770663963048, 507899: 53.02632313279569, 772141: 52.41413283684211, 636425: 51.54074180626032}"
717,686166,"{686166: 169.3047145288202, 649296: 67.12844062232436, 717115: 65.21373925296531, 684693: 61.750264243323855, 641359: 60.036741456457904}"
718,686167,"{686167: 128.89837788154304, 427407: 37.357721940301474, 626548: 36.02660973121791, 724346: 35.99129359116154, 629989: 35.571371968787595}"
719,686194,"{686194: 112.6210718736159, 780470: 56.9788850573349, 919442: 54.94009116085479, 734246: 51.758500817064984, 814939: 51.758500817064984}"
720,686200,"{686200: 59.074836032337856, 285891: 28.431929324636506, 680773: 28.256354801839706, 565717: 25.29211875326085, 275867: 24.2256615025603}"
721,686236,"{686236: 160.4077844719557, 780496: 80.86007884820464, 687277: 63.53861634899097, 643712: 62.12866322413947, 726527: 61.788890806934646}"
